Order_ID,Order_Date,Category,Sub_Category,Sales,Profit,Quantity,Region,Customer_Segment,Year,Month,Quarter,DayOfWeek,MonthYear,Profit_Margin
ORD_1112,2022-01-15,Office Supplies,Storage,1068.91,82.08,2.0,South,Consumer,2022,1,1,Saturday,2022-01,7.68
ORD_1113,2022-08-19,Technology,Phones,372.74,71.19,1.0,West,Corporate,2022,8,3,Friday,2022-08,19.1
ORD_1114,2023-08-03,Office Supplies,Art,474.1,64.35,1.0,West,Home Office,2023,8,3,Thursday,2023-08,13.57
ORD_1115,2022-02-03,Furniture,Chairs,964.37,189.06,2.0,North,Consumer,2022,2,1,Thursday,2022-02,19.6
ORD_1116,2022-11-16,Technology,Computers,574.71,80.9,2.0,West,Home Office,2022,11,4,Wednesday,2022-11,14.08
ORD_1117,2023-10-24,Technology,Phones,667.39,189.15,1.0,East,Corporate,2023,10,4,Tuesday,2023-10,28.34
ORD_1118,2023-08-30,Office Supplies,Art,1703.13,122.58,2.0,South,Home Office,2023,8,3,Wednesday,2023-08,7.2
ORD_1119,2023-07-02,Furniture,Bookcases,112.75,6.15,1.0,South,Home Office,2023,7,3,Sunday,2023-07,5.45
ORD_1120,2023-10-08,Office Supplies,Binders,1156.24,322.99,3.0,West,Consumer,2023,10,4,Sunday,2023-10,27.93
ORD_1121,2023-01-27,Office Supplies,Storage,1643.51,377.37,3.0,West,Home Office,2023,1,1,Friday,2023-01,22.96
ORD_1122,2023-12-25,Furniture,Furnishings,418.1,122.09,4.0,East,Consumer,2023,12,4,Monday,2023-12,29.2
ORD_1123,2022-05-19,Technology,Phones,1225.13,149.66,1.0,North,Consumer,2022,5,2,Thursday,2022-05,12.22
ORD_1124,2022-09-18,Technology,Accessories,113.13,15.18,2.0,North,Corporate,2022,9,3,Sunday,2022-09,13.42
ORD_1125,2023-09-05,Office Supplies,Labels,1372.3,98.76,3.0,East,Consumer,2023,9,3,Tuesday,2023-09,7.2
ORD_1126,2023-08-29,Furniture,Bookcases,951.6,191.77,3.0,North,Consumer,2023,8,3,Tuesday,2023-08,20.15
ORD_1127,2023-01-11,Furniture,Tables,1494.49,227.36,1.0,North,Consumer,2023,1,1,Wednesday,2023-01,15.21
ORD_1128,2023-07-26,Office Supplies,Art,764.66,215.34,4.0,South,Consumer,2023,7,3,Wednesday,2023-07,28.16
ORD_1129,2023-12-26,Technology,Phones,1503.5,375.7,3.0,East,Consumer,2023,12,4,Tuesday,2023-12,24.99
ORD_1130,2022-02-11,Technology,Accessories,1271.18,352.07,1.0,East,Corporate,2022,2,1,Friday,2022-02,27.7
ORD_1131,2022-01-23,Technology,Copiers,760.12,125.93,2.0,North,Home Office,2022,1,1,Sunday,2022-01,16.57
ORD_1132,2023-09-08,Furniture,Chairs,717.17,106.05,2.0,South,Home Office,2023,9,3,Friday,2023-09,14.79
ORD_1133,2023-07-08,Technology,Accessories,868.74,115.72,3.0,South,Home Office,2023,7,3,Saturday,2023-07,13.32
ORD_1134,2023-02-24,Technology,Phones,995.89,234.4,3.0,East,Corporate,2023,2,1,Friday,2023-02,23.54
ORD_1135,2022-09-11,Furniture,Chairs,1416.89,346.63,1.0,South,Corporate,2022,9,3,Sunday,2022-09,24.46
ORD_1136,2022-06-08,Office Supplies,Binders,993.02,236.99,2.0,North,Consumer,2022,6,2,Wednesday,2022-06,23.87
ORD_1137,2023-11-16,Technology,Phones,1084.32,186.06,4.0,West,Home Office,2023,11,4,Thursday,2023-11,17.16
ORD_1138,2022-10-10,Technology,Accessories,1390.96,258.27,3.0,East,Home Office,2022,10,4,Monday,2022-10,18.57
ORD_1139,2022-12-12,Office Supplies,Binders,691.62,73.89,3.0,West,Home Office,2022,12,4,Monday,2022-12,10.68
ORD_1140,2023-09-15,Office Supplies,Labels,286.84,21.57,1.0,South,Home Office,2023,9,3,Friday,2023-09,7.52
ORD_1141,2023-08-27,Furniture,Furnishings,55.81,11.88,1.0,North,Corporate,2023,8,3,Sunday,2023-08,21.29
ORD_1142,2023-12-27,Furniture,Tables,163.87,12.46,1.0,North,Home Office,2023,12,4,Wednesday,2023-12,7.6
ORD_1143,2022-07-01,Furniture,Tables,479.45,43.81,4.0,North,Consumer,2022,7,3,Friday,2022-07,9.14
ORD_1144,2023-10-23,Furniture,Bookcases,629.77,67.29,3.0,North,Consumer,2023,10,4,Monday,2023-10,10.68
ORD_1145,2023-07-29,Furniture,Chairs,419.1,103.5,2.0,South,Consumer,2023,7,3,Saturday,2023-07,24.7
ORD_1146,2023-02-22,Office Supplies,Storage,1846.69,307.34,3.0,North,Consumer,2023,2,1,Wednesday,2023-02,16.64
ORD_1147,2022-01-25,Technology,Accessories,910.35,77.58,4.0,North,Corporate,2022,1,1,Tuesday,2022-01,8.52
ORD_1148,2023-10-24,Furniture,Furnishings,629.83,154.39,3.0,West,Corporate,2023,10,4,Tuesday,2023-10,24.51
ORD_1149,2022-05-28,Furniture,Chairs,364.29,105.74,1.0,West,Corporate,2022,5,2,Saturday,2022-05,29.03
ORD_1150,2022-05-21,Technology,Phones,377.08,47.1,4.0,West,Home Office,2022,5,2,Saturday,2022-05,12.49
ORD_1151,2022-10-12,Technology,Accessories,1601.57,219.97,2.0,East,Consumer,2022,10,4,Wednesday,2022-10,13.73
ORD_1152,2023-08-13,Furniture,Tables,1674.76,329.7,1.0,North,Home Office,2023,8,3,Sunday,2023-08,19.69
ORD_1153,2023-11-09,Office Supplies,Binders,1073.57,182.8,2.0,North,Home Office,2023,11,4,Thursday,2023-11,17.03
ORD_1154,2023-04-03,Furniture,Furnishings,1724.95,494.25,4.0,North,Corporate,2023,4,2,Monday,2023-04,28.65
ORD_1155,2022-06-27,Office Supplies,Art,1603.49,472.6,4.0,North,Consumer,2022,6,2,Monday,2022-06,29.47
ORD_1156,2022-11-24,Furniture,Chairs,451.72,48.68,3.0,West,Consumer,2022,11,4,Thursday,2022-11,10.78
ORD_1157,2022-09-21,Technology,Phones,365.3,77.88,3.0,West,Home Office,2022,9,3,Wednesday,2022-09,21.32
ORD_1158,2023-04-14,Office Supplies,Storage,1925.67,524.1475,2.0,West,Home Office,2023,4,2,Friday,2023-04,27.22
ORD_1159,2022-05-31,Technology,Copiers,182.98,38.12,1.0,East,Home Office,2022,5,2,Tuesday,2022-05,20.83
ORD_1160,2023-12-10,Furniture,Bookcases,1170.25,181.81,2.0,South,Home Office,2023,12,4,Sunday,2023-12,15.54
ORD_1161,2022-09-18,Office Supplies,Binders,732.49,42.89,4.0,East,Corporate,2022,9,3,Sunday,2022-09,5.86
ORD_1162,2023-05-21,Office Supplies,Paper,877.89,108.52,4.0,West,Consumer,2023,5,2,Sunday,2023-05,12.36
ORD_1163,2022-04-25,Office Supplies,Storage,1790.16,447.47,1.0,East,Corporate,2022,4,2,Monday,2022-04,25.0
ORD_1164,2022-10-05,Furniture,Furnishings,1400.7,211.0,1.0,North,Corporate,2022,10,4,Wednesday,2022-10,15.06
ORD_1165,2022-03-16,Office Supplies,Binders,1802.14,401.53,1.0,West,Corporate,2022,3,1,Wednesday,2022-03,22.28
ORD_1166,2023-11-08,Furniture,Tables,1157.27,137.15,1.0,East,Corporate,2023,11,4,Wednesday,2023-11,11.85
ORD_1167,2022-01-27,Office Supplies,Art,420.78,22.2,1.0,East,Home Office,2022,1,1,Thursday,2022-01,5.28
ORD_1168,2023-03-31,Office Supplies,Storage,1198.85,239.93,1.0,West,Consumer,2023,3,1,Friday,2023-03,20.01
ORD_1169,2023-07-30,Furniture,Tables,814.72,197.76,2.0,West,Corporate,2023,7,3,Sunday,2023-07,24.27
ORD_1170,2022-01-29,Technology,Phones,174.77,35.09,2.0,East,Home Office,2022,1,1,Saturday,2022-01,20.08
ORD_1171,2022-08-15,Technology,Copiers,1831.87,422.03,4.0,West,Corporate,2022,8,3,Monday,2022-08,23.04
ORD_1172,2022-10-16,Technology,Accessories,1908.63,159.85,4.0,West,Home Office,2022,10,4,Sunday,2022-10,8.38
ORD_1173,2022-12-31,Technology,Accessories,1684.64,440.71,3.0,North,Corporate,2022,12,4,Saturday,2022-12,26.16
ORD_1174,2022-01-17,Furniture,Tables,953.73,129.8,4.0,East,Consumer,2022,1,1,Monday,2022-01,13.61
ORD_1175,2022-05-11,Furniture,Bookcases,1200.59,198.0,3.0,West,Consumer,2022,5,2,Wednesday,2022-05,16.49
ORD_1176,2022-02-13,Technology,Computers,20.46,1.55,1.0,North,Home Office,2022,2,1,Sunday,2022-02,7.58
ORD_1177,2022-01-12,Furniture,Chairs,1582.13,352.24,1.0,West,Home Office,2022,1,1,Wednesday,2022-01,22.26
ORD_1178,2023-12-11,Technology,Phones,1520.48,351.27,4.0,South,Consumer,2023,12,4,Monday,2023-12,23.1
ORD_1179,2023-06-22,Office Supplies,Paper,1296.86,289.58,1.0,North,Corporate,2023,6,2,Thursday,2023-06,22.33
ORD_1180,2023-01-26,Technology,Phones,369.34,70.91,2.0,West,Home Office,2023,1,1,Thursday,2023-01,19.2
ORD_1181,2023-12-28,Furniture,Bookcases,601.72,169.14,2.0,East,Corporate,2023,12,4,Thursday,2023-12,28.11
ORD_1182,2023-05-05,Technology,Computers,119.22,19.53,3.0,North,Consumer,2023,5,2,Friday,2023-05,16.38
ORD_1183,2022-06-20,Office Supplies,Storage,1125.75,191.68,3.0,South,Corporate,2022,6,2,Monday,2022-06,17.03
ORD_1184,2023-05-31,Technology,Accessories,140.06,18.04,1.0,East,Corporate,2023,5,2,Wednesday,2023-05,12.88
ORD_1185,2022-04-18,Furniture,Chairs,1255.52,340.87,2.0,West,Corporate,2022,4,2,Monday,2022-04,27.15
ORD_1186,2022-05-21,Technology,Accessories,1741.5,96.33,3.0,West,Home Office,2022,5,2,Saturday,2022-05,5.53
ORD_1187,2023-04-22,Technology,Accessories,28.88,1.82,1.0,West,Consumer,2023,4,2,Saturday,2023-04,6.3
ORD_1188,2022-12-25,Furniture,Furnishings,1748.62,517.63,2.0,South,Consumer,2022,12,4,Sunday,2022-12,29.6
ORD_1189,2023-11-01,Furniture,Tables,16.66,2.78,4.0,West,Corporate,2023,11,4,Wednesday,2023-11,16.69
ORD_1190,2023-08-08,Office Supplies,Labels,93.77,5.11,2.0,North,Consumer,2023,8,3,Tuesday,2023-08,5.45
ORD_1191,2022-03-02,Furniture,Furnishings,257.63,74.48,1.0,East,Home Office,2022,3,1,Wednesday,2022-03,28.91
ORD_1192,2023-07-18,Office Supplies,Storage,1808.41,524.1475,3.0,South,Home Office,2023,7,3,Tuesday,2023-07,28.98
ORD_1193,2022-11-26,Furniture,Bookcases,468.83,120.8,2.0,North,Corporate,2022,11,4,Saturday,2022-11,25.77
ORD_1194,2023-06-01,Furniture,Tables,83.1,24.04,4.0,East,Corporate,2023,6,2,Thursday,2023-06,28.93
ORD_1195,2023-07-27,Technology,Accessories,1768.73,498.67,2.0,North,Corporate,2023,7,3,Thursday,2023-07,28.19
ORD_1196,2022-06-09,Technology,Computers,987.46,295.33,3.0,North,Corporate,2022,6,2,Thursday,2022-06,29.91
ORD_1197,2022-12-23,Furniture,Furnishings,1498.26,87.97,4.0,West,Home Office,2022,12,4,Friday,2022-12,5.87
ORD_1198,2022-07-14,Furniture,Furnishings,538.54,44.36,1.0,East,Corporate,2022,7,3,Thursday,2022-07,8.24
ORD_1199,2022-08-14,Office Supplies,Paper,664.81,188.07,3.0,South,Home Office,2022,8,3,Sunday,2022-08,28.29
ORD_1200,2022-02-06,Office Supplies,Storage,1449.61,252.19,2.0,South,Consumer,2022,2,1,Sunday,2022-02,17.4
ORD_1201,2022-11-14,Furniture,Chairs,1703.9,296.12,4.0,East,Home Office,2022,11,4,Monday,2022-11,17.38
ORD_1202,2022-10-16,Office Supplies,Storage,702.14,154.12,3.0,West,Home Office,2022,10,4,Sunday,2022-10,21.95
ORD_1203,2023-07-11,Furniture,Bookcases,1735.92,394.21,3.0,East,Consumer,2023,7,3,Tuesday,2023-07,22.71
ORD_1204,2022-05-13,Office Supplies,Art,1241.04,295.59,3.0,North,Consumer,2022,5,2,Friday,2022-05,23.82
ORD_1205,2023-11-03,Office Supplies,Paper,68.2,17.49,2.0,North,Consumer,2023,11,4,Friday,2023-11,25.65
ORD_1206,2023-06-08,Office Supplies,Binders,1637.75,422.6,1.0,North,Corporate,2023,6,2,Thursday,2023-06,25.8
ORD_1207,2022-08-11,Furniture,Tables,659.6,125.3,4.0,West,Consumer,2022,8,3,Thursday,2022-08,19.0
ORD_1208,2022-08-21,Technology,Copiers,222.89,53.55,2.0,South,Corporate,2022,8,3,Sunday,2022-08,24.03
ORD_1209,2022-10-05,Technology,Copiers,1268.92,359.11,1.0,South,Corporate,2022,10,4,Wednesday,2022-10,28.3
ORD_1210,2023-12-06,Technology,Copiers,1419.26,94.86,2.0,West,Corporate,2023,12,4,Wednesday,2023-12,6.68
ORD_1211,2023-12-17,Technology,Computers,1744.36,511.75,1.0,South,Home Office,2023,12,4,Sunday,2023-12,29.34
ORD_1212,2022-02-02,Technology,Copiers,1518.94,85.28,3.0,West,Home Office,2022,2,1,Wednesday,2022-02,5.61
ORD_1213,2023-04-27,Technology,Copiers,1543.11,340.76,2.0,West,Corporate,2023,4,2,Thursday,2023-04,22.08
ORD_1214,2022-09-28,Furniture,Furnishings,858.1,139.74,3.0,North,Consumer,2022,9,3,Wednesday,2022-09,16.28
